id,card_no,name,package_name,rarity,cost,attribute,pp_value,dp_value,signal_color,card_types,features,effect,image_url
ST02-014,ST02-014,苦难咫尺,ST02-升格者小队预组,ST,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST02-014.png
ST03-001,ST03-001,薇拉·瑰丽,ST03-三头犬小队预组,R,8,暗,7,2,,角色牌 / 升变角色牌,三头犬小队 / 薇拉,"升变条件 费用8以下的<薇拉>&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【出】消除2同色信号球：选择我方战场1张<三头犬小队>角色，将其竖直。直到回合结束为止，我方战场所有<三头犬小队>角色PP+2000。",/card-images/ST03-001.png
ST03-002,ST03-002,薇拉·瑰丽,ST03-三头犬小队预组,R,6,暗,6,2,,角色牌,三头犬小队 / 薇拉,"【永】：对方回合中，我方战场所有横置状态的<三头犬小队>角色PP+1000。
【起】 横置该牌：直到回合结束为止，我方使用的下1张<三头犬小队>角色的费用-2（不包含升变费用）。",/card-images/ST03-002.png
ST03-003,ST03-003,薇拉·瑰丽,ST03-三头犬小队预组,ST,5,暗,6,2,,角色牌,三头犬小队 / 薇拉,【出】消除【任意信号球】或丢弃1张手牌：公开我方牌组顶5张牌。选择其中最多1张<21号>和最多1张<诺克提>加入手牌，将剩余的牌放置到墓地。,/card-images/ST03-003.png
ST03-004,ST03-004,薇拉·瑰丽,ST03-三头犬小队预组,ST,3,物理,2.5,1,,角色牌,三头犬小队 / 薇拉,【永】：对方回合中，横置状态的该牌PP+1000。,/card-images/ST03-004.png
ST03-005,ST03-005,薇拉·瑰丽,ST03-三头犬小队预组,ST,3,物理,4,2,,角色牌,三头犬小队 / 薇拉,【永】：【充能0】。,/card-images/ST03-005.png
ST03-006,ST03-006,21号·XXI,ST03-三头犬小队预组,ST,2,暗,2,0,,角色牌,21号 / 三头犬小队,【出】丢弃1张手牌：若我方战场的<三头犬小队>角色为3张及以上，选择我方墓地1张信号球，将其放置到我方信号球区最上方。,/card-images/ST03-006.png
ST03-007,ST03-007,21号·XXI,ST03-三头犬小队预组,ST,3,暗,6,2,,角色牌,21号 / 三头犬小队,【永】：【充能0】。,/card-images/ST03-007.png
ST03-008,ST03-008,21号·XXI,ST03-三头犬小队预组,R,4,暗,2.5,1,,角色牌,21号 / 三头犬小队,【起】横置该牌：直到回合结束为止，我方使用的下1张<薇拉>角色的费用-1。,/card-images/ST03-008.png
ST03-009,ST03-009,可靠的伙伴 21号&诺克提,ST03-三头犬小队预组,ST,6,物理,8,2,,角色牌,21号 / 诺克提 / 三头犬小队,【自】 ：我方1张《薇拉·瑰丽》出场时，可以消除【2红色信号球】。若如此做，将该牌竖直。直到回合结束为止，该牌PP+2000，DP-1。,/card-images/ST03-009.png
ST03-010,ST03-010,暗域力场,ST03-三头犬小队预组,ST,4,暗,,,,战术牌 / 普通战术牌,,抽2张牌。直到下个回合结束为止，我方战场所有横置状态的<三头犬小队>角色PP+1000。,/card-images/ST03-010.png
ST03-011,ST03-011,三头犬出击,ST03-三头犬小队预组,ST,8,物理,,,,战术牌 / 普通战术牌,三头犬小队,"【永】：我方战场每有1张<三头犬小队>角色，手牌的该牌的费用-1。
选择对方战场1张角色，将其破坏。",/card-images/ST03-011.png
ST03-012,ST03-012,猩红连斩,ST03-三头犬小队预组,ST,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST03-012.png
ST03-013,ST03-013,侵蚀烙印,ST03-三头犬小队预组,ST,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST03-013.png
ST03-014,ST03-014,赤影突击,ST03-三头犬小队预组,ST,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST03-014.png
ST04-001,ST04-001,荣光护盾,ST04-突击鹰小队预组,R,3,冰,,,,战术牌 / 瞬时战术牌,突击鹰小队,"该牌只能在对方回合使用。
【瞬时】：选择我方战场1张<突击鹰小队>角色，将其竖直。直到回合结束为止，其PP+1000，获得“【自】【回合1】：该牌阻挡的攻击结束时，可以消除【2任意信号球】。若如此做，将攻击角色破坏”。",/card-images/ST04-001.png
ST04-002,ST04-002,库洛姆·荣光,ST04-突击鹰小队预组,ST,8,冰,9,1,,角色牌,,"【出】：选择我方墓地１张《荣光护盾》，将其加入手牌。
【自】【回合1】：该牌阻挡的攻击结束时，可以消除2同色信号球。若如此做，将攻击角色破坏。",/card-images/ST04-002.png
ST04-003,ST04-003,库洛姆·荣光,ST04-突击鹰小队预组,R,8,冰,7,2,,角色牌 / 升变角色牌,库洛姆 / 突击鹰小队,"升变条件 费用8以下的<库洛姆>&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【出】：公开我方牌组顶7张牌，选择其中最多1张《荣光护盾》加入手牌，将剩余的牌加入牌组并洗切。
【自】：我方回合结束时，将该牌从战场放置到牌组底，选择我方墓地1张费用为8及以下的<突击鹰小队>角色，将其出场。",/card-images/ST04-003.png
ST04-004,ST04-004,库洛姆·荣光,ST04-突击鹰小队预组,ST,4,冰,4,2,,角色牌,,【出】：选择我方战场其他1张<突击鹰小队>角色，直到下个回合结束为止，其PP+1000。,/card-images/ST04-004.png
ST04-005,ST04-005,库洛姆·荣光,ST04-突击鹰小队预组,ST,4,冰,6,2,,角色牌,,【永】：【充能0】。,/card-images/ST04-005.png
ST04-006,ST04-006,库洛姆·荣光,ST04-突击鹰小队预组,ST,4,冰,6,1,,角色牌,,,/card-images/ST04-006.png
ST04-007,ST04-007,神威·重能,ST04-突击鹰小队预组,ST,3,物理,2,1,,角色牌,,【起】横置该牌：公开我方牌组顶5张牌，选择1张<突击鹰小队>加入手牌，将剩余的牌按任意顺序放置到牌组底。那之后，丢弃1张手牌。,/card-images/ST04-007.png
ST04-008,ST04-008,卡穆·狂犬,ST04-突击鹰小队预组,ST,2,暗,3,0,,角色牌,,【永】：若我方战场存在<突击鹰小队>角色，该牌可以无视属性条件使用。,/card-images/ST04-008.png
ST04-009,ST04-009,万事·明觉,ST04-突击鹰小队预组,ST,6,冰,5,2,,角色牌,,【自】：我方回合结束时，若我方战场存在<库洛姆>角色，则选择我方费用区最多2张牌，将其竖直。,/card-images/ST04-009.png
ST04-010,ST04-010,阿波罗,ST04-突击鹰小队预组,ST,3,冰,0.5,,,道具牌 / 装备牌,铳刃,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【自】【回合1】：我方战场1张<突击鹰小队>角色阻挡时，抽1张牌。",/card-images/ST04-010.png
ST04-011,ST04-011,先锋者,ST04-突击鹰小队预组,R,3,冰,,,,战术牌 / 普通战术牌,,"该牌只能在我方战场存在<库洛姆>角色时才能使用。
选择对方战场1张费用为4及以下的角色，将其横置。",/card-images/ST04-011.png
ST04-012,ST04-012,逆源极光,ST04-突击鹰小队预组,ST,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST04-012.png
ST04-013,ST04-013,暴冰亟斩,ST04-突击鹰小队预组,ST,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST04-013.png
ST04-014,ST04-014,冰澈引流,ST04-突击鹰小队预组,ST,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST04-014.png
ST05-001,ST05-001,比安卡·晖暮,ST05-比安卡·晖暮预组,R,7,暗,5.5,2,,角色牌,比安卡 / 清理部队,"晖【自】：该牌攻击时，选择对方战场1张角色，可以消除【2任意信号球】。若如此做，直到回合结束为止，其PP-4000。（晖形态能力在我方信号球区最下方的牌的费用为奇数时有效）
暮【出】：直到回合结束为止，该牌可以攻击对方玩家。（暮形态能力在我方信号球区最下方的牌的费用为偶数时有效）",/card-images/ST05-001.png
ST05-002,ST05-002,比安卡·晖暮,ST05-比安卡·晖暮预组,R,6,暗,5,2,,角色牌,比安卡 / 清理部队,"晖【出】：选择我方墓地1张费用为4及以下的《比安卡·晖暮》，将其以横置状态出场。（晖形态能力在我方信号球区最下方的牌的费用为奇数时有效）
暮【出】：抽1张牌。（暮形态能力在我方信号球区最下方的牌的费用为偶数时有效）",/card-images/ST05-002.png
ST05-003,ST05-003,比安卡·晖暮,ST05-比安卡·晖暮预组,R,6,暗,8,2,,角色牌,比安卡 / 清理部队,"晖【永】：【速攻】。（晖形态能力在我方信号球区最下方的牌的费用为奇数时有效）
暮【永】：该牌PP+500。（暮形态能力在我方信号球区最下方的牌的费用为偶数时有效）",/card-images/ST05-003.png
ST05-004,ST05-004,比安卡·晖暮,ST05-比安卡·晖暮预组,ST,4,暗,6,2,,角色牌,比安卡 / 清理部队,【自】：该牌攻击时，可以公开我方牌组顶4张牌。若如此做，选择其中最多1张《比安卡·晖暮》放置到我方信号球区最下方，将剩余的牌按任意顺序放置到牌组底。该回合结束时，将因此方法放置到信号球区最下方的牌放置到墓地。,/card-images/ST05-004.png
ST05-005,ST05-005,比安卡·晖暮,ST05-比安卡·晖暮预组,ST,3,暗,4,1,,角色牌,比安卡 / 清理部队,【出】：可以将我方手牌1张暗属性的牌放置到我方信号球区最下方。若如此做，抽1张牌。该回合结束时，将因此方法放置到信号球区最下方的牌放置到墓地。,/card-images/ST05-005.png
ST05-006,ST05-006,比安卡·晖暮,ST05-比安卡·晖暮预组,ST,4,暗,6,2,,角色牌,比安卡 / 清理部队,【永】：【充能0】。,/card-images/ST05-006.png
ST05-007,ST05-007,比安卡·晖暮,ST05-比安卡·晖暮预组,ST,3,暗,2.5,1,,角色牌,比安卡 / 清理部队,【起】横置该牌&丢弃1张手牌：选择我方墓地1张《比安卡·晖暮》，将其放置到我方信号球区最下方。该回合结束时，将因此方法放置到信号球区最下方的牌放置到墓地。,/card-images/ST05-007.png
ST05-008,ST05-008,奥罗拉,ST05-比安卡·晖暮预组,ST,3,暗,12,,,道具牌 / 装备牌,蛇腹剑,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【自】【回合1】：装备该牌的《比安卡·晖暮》攻击时，可以将我方手牌1张暗属性的牌放置到我方信号球区最下方。若如此做，抽1张牌。该回合结束时，将因此方法放置到信号球区最下方的牌放置到墓地。",/card-images/ST05-008.png
ST05-009,ST05-009,终末祷词,ST05-比安卡·晖暮预组,ST,6,暗,,,,战术牌 / 普通战术牌,,"该牌只能在我方费用区的《比安卡·晖暮》为3张及以上时才能使用。
选择对方战场1张角色，直到回合结束为止，其PP-6000。
晖 手牌的该牌的费用-3。（晖形态能力在我方信号球区最下方的牌的费用为奇数时有效）
暮 追加选择对方战场1张角色，直到回合结束为止，其PP-3000。（暮形态能力在我方信号球区最下方的牌的费用为偶数时有效）",/card-images/ST05-009.png
ST05-010,ST05-010,晦明戒律,ST05-比安卡·晖暮预组,ST,1,暗,,,,战术牌 / 瞬时战术牌,,"【瞬时】：从以下2项选择1项。若我方信号球区最下方的牌的费用为奇数，改为选择最多2项。
·抽1张牌。
·选择我方战场1张《比安卡·晖暮》，直到回合结束为止，其PP+1000。",/card-images/ST05-010.png
ST05-011,ST05-011,裁暮,ST05-比安卡·晖暮预组,ST,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。。",/card-images/ST05-011.png
ST05-012,ST05-012,断海,ST05-比安卡·晖暮预组,ST,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST05-012.png
ST05-013,ST05-013,刑晖,ST05-比安卡·晖暮预组,ST,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST05-013.png
ST06-001,ST06-001,坠落与新生 亚里莎·回音,ST06-亚里莎·回音预组,R,6,物理,7,2,,角色牌 / 协战,亚里莎,"【协战搭档】<塞西莉>
【协战代价】手牌【2费】/战场【0费】
【永】：我方回合中，该牌选择手牌的《坠落与新生 塞西莉》作为协战搭档时，协战代价可以变为【2任意信号球】。
【出】：若我方战场存在协战状态的角色，直到回合结束为止，该牌获得【速攻】。",/card-images/ST06-001.png
ST06-002,ST06-002,坠落与新生 塞西莉,ST06-亚里莎·回音预组,R,6,物理,6,2,,角色牌,塞西莉,"【协战永】：该牌从手牌成为《坠落与新生 亚里莎·回音》的协战搭档的回合中，该牌不会解除协战状态。
【协战自】：该牌成为<亚里莎>角色的协战搭档时，可以消除【任意信号球】。根据因此方法消除的信号球牌，执行以下行动。
·<信号球·红> 若为我方回合且对方战场的角色为3张及以上，选择对方战场1张费用为3及以下的角色，将其返回手牌。
·<信号球·蓝> 选择我方费用区最多2张<亚里莎>或<塞西莉>，将其竖直。",/card-images/ST06-002.png
ST06-003,ST06-003,亚里莎·回音,ST06-亚里莎·回音预组,R,4,物理,4,1,,角色牌 / 协战,亚里莎,"【协战搭档】费用4及以下的<塞西莉>
【协战代价】手牌【2费】/战场【0费】
【永】：若我方明费上限不大于对方，战场的该牌的基本DP变为1。",/card-images/ST06-003.png
ST06-004,ST06-004,昼翼,ST06-亚里莎·回音预组,ST,9,物理,6,2,,角色牌,,"【永】：我方战场协战状态的<亚里莎>角色每有1张，手牌的该牌的费用-3。（费用最低为0）
【出】：选择我方墓地1张信号球，将其放置到我方信号球区最上方。",/card-images/ST06-004.png
ST06-005,ST06-005,亚里莎·回音,ST06-亚里莎·回音预组,ST,6,物理,6,2,,角色牌,亚里莎,【出】丢弃1张手牌：公开我方牌组顶5张牌，选择其中1张费用为4及以下的<亚里莎>角色或<塞西莉>角色出场，将剩余的牌加入牌组并洗切。,/card-images/ST06-005.png
ST06-006,ST06-006,塞西莉,ST06-亚里莎·回音预组,ST,4,物理,4,1,,角色牌,塞西莉,【协战永】：我方回合中，将该牌作为协战搭档的<亚里莎>角色获得【充能+1】，PP+1500。,/card-images/ST06-006.png
ST06-007,ST06-007,亚里莎·回音,ST06-亚里莎·回音预组,ST,4,物理,4,2,,角色牌,亚里莎,"【永】：【充能0】。
【永】：若我方战场存在协战状态的角色，该牌PP+1500。",/card-images/ST06-007.png
ST06-008,ST06-008,塞西莉,ST06-亚里莎·回音预组,ST,4,物理,4,1,,角色牌,塞西莉,"【永】：【充能0】。
【协战自】：《塞西莉》的该能力每回合最多发动1次。该牌成为<亚里莎>角色的协战搭档时，选择我方战场最多1张<亚里莎>角色或<塞西莉>角色，直到回合结束为止，其获得【速攻】。",/card-images/ST06-008.png
ST06-009,ST06-009,塞西莉,ST06-亚里莎·回音预组,ST,3,物理,2,1,,角色牌,塞西莉,【协战自】：对方回合中，该牌成为<亚里莎>角色的协战搭档时，可以消除【任意信号球】。若如此做，将那张<亚里莎>角色竖直。,/card-images/ST06-009.png
ST06-010,ST06-010,阿斯特莉亚,ST06-亚里莎·回音预组,ST,3,物理,1,,,装备牌,弓,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【永】：装备该牌的《亚里莎·回音》获得“【永】：该牌可以支付【2费】作为协战代价从墓地选择协战搭档。”",/card-images/ST06-010.png
ST06-011,ST06-011,裁定合击,ST06-亚里莎·回音预组,ST,5,无,,,,战术牌 / 普通战术牌,,"该牌只能在我方战场存在<亚里莎>角色或<塞西莉>角色时才能使用。
选择对方战场1张费用为7及以下的角色，将其返回手牌。若我方战场存在协战状态的角色，改为将其放置到墓地。",/card-images/ST06-011.png
ST06-012,ST06-012,秩序虹光,ST06-亚里莎·回音预组,ST,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST06-012.png
ST06-013,ST06-013,骤羽裁决,ST06-亚里莎·回音预组,ST,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST06-013.png
ST06-014,ST06-014,星穹坠闪,ST06-亚里莎·回音预组,ST,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/ST06-014.png
